Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-08 20:00,2021,4,8,20:00,8,1.9,66,10,12,24.1,102.47,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-08 21:00,2021,4,8,21:00,7.3,3.8,78,23,13,24.1,102.46,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-08 22:00,2021,4,8,22:00,5.6,0.2,68,26,15,24.1,102.44,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-08 23:00,2021,4,8,23:00,5.3,0.6,72,17,7,24.1,102.43,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 0:00,2021,4,9,0:00,4.4,-0.6,70,15,9,24.1,102.41,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 1:00,2021,4,9,1:00,2.6,-1.5,74,9,16,24.1,102.39,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 2:00,2021,4,9,2:00,3.7,-0.4,75,9,14,24.1,102.3,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 3:00,2021,4,9,3:00,4.1,-0.4,73,9,16,24.1,102.26,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 4:00,2021,4,9,4:00,4.7,-0.2,70,9,14,24.1,102.22,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 5:00,2021,4,9,5:00,4.9,0.1,71,7,13,24.1,102.2,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 6:00,2021,4,9,6:00,4.6,0.6,75,9,13,32.2,102.16,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 7:00,2021,4,9,7:00,5.4,0.6,71,10,14,32.2,102.13,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 8:00,2021,4,9,8:00,5.8,1.2,72,9,13,32.2,102.09,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 9:00,2021,4,9,9:00,6.1,1.2,71,14,15,32.2,102.08,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 10:00,2021,4,9,10:00,6.4,0.9,68,18,29,32.2,102.04,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 11:00,2021,4,9,11:00,6.7,1.3,68,16,27,32.2,102.01,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 12:00,2021,4,9,12:00,6.8,1.1,67,16,25,32.2,101.97,Rain Showers
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 13:00,2021,4,9,13:00,7.4,2,69,13,24,32.2,101.9,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 14:00,2021,4,9,14:00,7.6,1.4,64,16,31,32.2,101.83,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 15:00,2021,4,9,15:00,7.8,1.6,65,14,31,32.2,101.71,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 16:00,2021,4,9,16:00,8.3,1.5,62,15,33,32.2,101.58,Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 17:00,2021,4,9,17:00,8,1.8,65,17,27,32.2,101.48,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 18:00,2021,4,9,18:00,7.7,2.8,71,18,29,24.1,101.37,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 19:00,2021,4,9,19:00,6.7,4.2,84,18,35,19.3,101.29,Rain
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 20:00,2021,4,9,20:00,6.3,4.3,87,17,25,24.1,101.23,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 21:00,2021,4,9,21:00,6.1,4,87,18,26,24.1,101.24,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 22:00,2021,4,9,22:00,5.8,3.1,83,21,21,24.1,101.23,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-09 23:00,2021,4,9,23:00,6,1.9,74,23,27,24.1,101.25,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 0:00,2021,4,10,0:00,5.7,1.8,76,22,32,24.1,101.28,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 1:00,2021,4,10,1:00,5.7,0.7,70,23,33,24.1,101.34,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 2:00,2021,4,10,2:00,5.1,-1.3,63,25,36,24.1,101.38,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 3:00,2021,4,10,3:00,4.1,0.1,75,31,38,24.1,101.48,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 4:00,2021,4,10,4:00,2.8,0.8,87,26,33,24.1,101.56,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 5:00,2021,4,10,5:00,3.8,0.8,81,27,34,24.1,101.61,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 6:00,2021,4,10,6:00,3.4,-2.4,66,30,25,32.2,101.73,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 7:00,2021,4,10,7:00,4.6,-2.6,59,28,39,32.2,101.83,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 8:00,2021,4,10,8:00,5.4,-2.3,57,29,41,32.2,101.92,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 9:00,2021,4,10,9:00,6.3,-1.6,57,28,40,32.2,102.01,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 10:00,2021,4,10,10:00,7.1,-1,56,28,43,32.2,102.09,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 11:00,2021,4,10,11:00,7.9,-0.8,54,28,40,32.2,102.15,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 12:00,2021,4,10,12:00,8,-0.3,56,28,35,32.2,102.21,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 13:00,2021,4,10,13:00,8.6,-1.2,50,29,45,32.2,102.24,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 14:00,2021,4,10,14:00,9.2,-1.5,47,29,43,32.2,102.29,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 15:00,2021,4,10,15:00,9.4,-1.9,45,29,37,32.2,102.34,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 16:00,2021,4,10,16:00,8.8,-1.3,49,27,39,32.2,102.4,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 17:00,2021,4,10,17:00,8.5,-2.2,47,28,36,32.2,102.43,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 18:00,2021,4,10,18:00,7.7,-1,54,27,32,32.2,102.43,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 19:00,2021,4,10,19:00,7.1,0.2,62,28,31,32.2,102.48,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 20:00,2021,4,10,20:00,6.6,-0.3,61,29,27,24.1,102.52,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 21:00,2021,4,10,21:00,5.3,0.8,73,29,16,24.1,102.59,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 22:00,2021,4,10,22:00,4.3,-1.9,64,7,12,24.1,102.63,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-10 23:00,2021,4,10,23:00,2.8,-2,71,6,9,24.1,102.67,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 0:00,2021,4,11,0:00,2.5,-2.4,70,3,9,24.1,102.72,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 1:00,2021,4,11,1:00,3,-2.3,68,1,8,24.1,102.77,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 2:00,2021,4,11,2:00,2.1,-2.3,73,3,7,24.1,102.78,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 3:00,2021,4,11,3:00,-0.2,-3.3,80,30,7,24.1,102.8,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 4:00,2021,4,11,4:00,0.7,-3.8,72,4,7,24.1,102.82,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 5:00,2021,4,11,5:00,0,-3,80,8,8,24.1,102.85,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 6:00,2021,4,11,6:00,1.1,-2.9,75,27,3,40.2,102.91,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 7:00,2021,4,11,7:00,3,-1.1,75,,0,40.2,102.94,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 8:00,2021,4,11,8:00,4.4,-1.6,65,8,4,40.2,102.95,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 9:00,2021,4,11,9:00,5.9,-0.7,63,20,5,40.2,102.95,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 10:00,2021,4,11,10:00,6.1,-0.1,64,21,9,40.2,103.01,Mostly Cloudy
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 11:00,2021,4,11,11:00,7.4,1.4,65,26,18,40.2,102.99,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 12:00,2021,4,11,12:00,7.6,1,63,27,18,40.2,102.96,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 13:00,2021,4,11,13:00,8.6,1.4,60,29,18,40.2,102.93,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 14:00,2021,4,11,14:00,8.4,1,60,28,17,40.2,102.89,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 15:00,2021,4,11,15:00,8.6,0.6,57,29,17,40.2,102.83,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 16:00,2021,4,11,16:00,9,0.2,54,28,19,40.2,102.8,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 17:00,2021,4,11,17:00,8.7,-0.3,53,28,19,40.2,102.75,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 18:00,2021,4,11,18:00,7.9,0.2,58,29,20,40.2,102.73,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 19:00,2021,4,11,19:00,6.5,0.6,66,30,17,40.2,102.71,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 20:00,2021,4,11,20:00,6,1.1,71,30,14,32.2,102.73,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 21:00,2021,4,11,21:00,6.8,-0.5,60,1,6,32.2,102.75,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 22:00,2021,4,11,22:00,4.7,-0.7,68,2,7,32.2,102.75,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-11 23:00,2021,4,11,23:00,4.1,-1.2,69,15,4,32.2,102.75,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 0:00,2021,4,12,0:00,4,-1.7,66,8,9,32.2,102.75,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 1:00,2021,4,12,1:00,0.4,-1.1,90,30,10,32.2,102.77,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 2:00,2021,4,12,2:00,1.8,-1,81,2,3,32.2,102.77,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 3:00,2021,4,12,3:00,1.6,-1.9,78,29,13,32.2,102.74,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 4:00,2021,4,12,4:00,2.1,-0.9,80,32,17,32.2,102.72,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 5:00,2021,4,12,5:00,1.1,-1.2,85,1,13,40.2,102.75,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 6:00,2021,4,12,6:00,3.9,-0.6,72,32,21,40.2,102.79,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 7:00,2021,4,12,7:00,5,0.3,72,33,6,40.2,102.82,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 8:00,2021,4,12,8:00,7.9,-0.2,57,33,20,24.1,102.82,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 9:00,2021,4,12,9:00,8.2,2.8,69,29,21,40.2,102.83,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 10:00,2021,4,12,10:00,9.3,3.7,68,30,22,40.2,102.81,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 11:00,2021,4,12,11:00,9.9,3.9,66,30,28,40.2,102.75,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 12:00,2021,4,12,12:00,10.5,4.3,65,30,31,40.2,102.72,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 13:00,2021,4,12,13:00,11.2,5.7,68,29,30,48.3,102.7,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 14:00,2021,4,12,14:00,11.2,5.2,66,30,32,40.2,102.71,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 15:00,2021,4,12,15:00,11.2,4.6,64,30,29,40.2,102.66,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 16:00,2021,4,12,16:00,11.1,4,61,30,25,40.2,102.67,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 17:00,2021,4,12,17:00,11.3,2.3,54,30,23,40.2,102.7,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 18:00,2021,4,12,18:00,10.8,2.5,56,30,18,40.2,102.69,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 19:00,2021,4,12,19:00,7.4,1.4,66,33,11,32.2,102.68,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 20:00,2021,4,12,20:00,7.9,-1.4,52,35,10,32.2,102.71,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 21:00,2021,4,12,21:00,9.3,-3.4,40,2,16,32.2,102.75,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 22:00,2021,4,12,22:00,9.2,-5.4,35,3,15,32.2,102.77,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-12 23:00,2021,4,12,23:00,8.8,-6,34,3,13,32.2,102.78,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 0:00,2021,4,13,0:00,9.2,-5.4,35,5,10,32.2,102.79,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 1:00,2021,4,13,1:00,8.2,-6.2,35,35,7,32.2,102.81,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 2:00,2021,4,13,2:00,8.5,-6.5,34,2,4,32.2,102.81,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 3:00,2021,4,13,3:00,5.2,-4.7,49,35,15,32.2,102.84,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 4:00,2021,4,13,4:00,7.2,-5,42,35,18,32.2,102.84,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 5:00,2021,4,13,5:00,6.4,-5.2,43,3,12,32.2,102.85,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 6:00,2021,4,13,6:00,4.1,-4.2,54,13,7,40.2,102.9,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 7:00,2021,4,13,7:00,8.9,-3.4,42,26,4,40.2,102.92,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 8:00,2021,4,13,8:00,10.7,-2.8,39,21,5,40.2,102.94,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 9:00,2021,4,13,9:00,10.9,-1.5,42,22,10,40.2,102.95,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 10:00,2021,4,13,10:00,11.8,1.7,50,28,28,40.2,102.95,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 11:00,2021,4,13,11:00,11.6,5.6,66,29,29,40.2,102.9,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 12:00,2021,4,13,12:00,11.9,6,67,29,31,40.2,102.85,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 13:00,2021,4,13,13:00,13,5.1,58,29,31,40.2,102.79,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 14:00,2021,4,13,14:00,12.8,4.8,58,30,29,40.2,102.73,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 15:00,2021,4,13,15:00,13.1,4.6,56,29,29,40.2,102.68,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 16:00,2021,4,13,16:00,13.1,3.7,53,30,26,40.2,102.63,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 17:00,2021,4,13,17:00,12.6,3,52,30,23,40.2,102.57,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 18:00,2021,4,13,18:00,11.2,3.9,60,30,18,40.2,102.53,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 19:00,2021,4,13,19:00,8.1,4.2,76,31,14,40.2,102.52,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 20:00,2021,4,13,20:00,8.1,4.5,78,31,16,32.2,102.51,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 21:00,2021,4,13,21:00,7.3,4.9,84,33,14,32.2,102.49,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 22:00,2021,4,13,22:00,6.6,2.8,77,31,10,32.2,102.5,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-13 23:00,2021,4,13,23:00,4.6,1.2,79,34,13,32.2,102.46,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 0:00,2021,4,14,0:00,7.3,2.6,72,36,2,32.2,102.47,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 1:00,2021,4,14,1:00,5.7,-0.1,66,28,7,32.2,102.48,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 2:00,2021,4,14,2:00,2.8,-1,76,31,10,32.2,102.48,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 3:00,2021,4,14,3:00,4.4,1.9,84,28,14,32.2,102.46,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 4:00,2021,4,14,4:00,5.9,1.3,72,30,19,32.2,102.48,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 5:00,2021,4,14,5:00,1.5,-1.3,82,35,11,32.2,102.47,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 6:00,2021,4,14,6:00,7,3.6,79,31,21,32.2,102.45,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 7:00,2021,4,14,7:00,8.9,4.2,72,29,21,32.2,102.46,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 8:00,2021,4,14,8:00,10,4.1,66,30,22,32.2,102.44,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 9:00,2021,4,14,9:00,11.1,5.4,68,29,23,32.2,102.4,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 10:00,2021,4,14,10:00,11.6,6.1,69,30,26,32.2,102.36,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 11:00,2021,4,14,11:00,11.7,4.7,62,30,30,32.2,102.31,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 12:00,2021,4,14,12:00,12.5,5.1,60,30,32,32.2,102.21,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 13:00,2021,4,14,13:00,13.4,5.8,60,31,25,32.2,102.15,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 14:00,2021,4,14,14:00,13.5,6.1,60,30,28,32.2,102.06,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 15:00,2021,4,14,15:00,14,5.7,57,30,22,32.2,101.98,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 16:00,2021,4,14,16:00,13.8,4.7,54,30,28,32.2,101.9,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 17:00,2021,4,14,17:00,12.9,5.1,59,31,26,32.2,101.84,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 18:00,2021,4,14,18:00,12.1,5.4,64,31,17,32.2,101.8,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 19:00,2021,4,14,19:00,9,5.5,79,32,12,24.1,101.8,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 20:00,2021,4,14,20:00,10.1,4.9,70,32,20,24.1,101.81,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 21:00,2021,4,14,21:00,8.4,3.1,69,34,8,24.1,101.83,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 22:00,2021,4,14,22:00,10.2,2,56,36,2,24.1,101.84,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-14 23:00,2021,4,14,23:00,8,3,71,36,1,24.1,101.83,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 0:00,2021,4,15,0:00,10.5,2.7,58,28,8,24.1,101.91,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 1:00,2021,4,15,1:00,10.5,1.1,52,25,4,24.1,101.89,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 2:00,2021,4,15,2:00,7.1,4.5,84,24,10,24.1,101.88,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 3:00,2021,4,15,3:00,5.1,1.4,77,1,7,24.1,101.91,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 4:00,2021,4,15,4:00,6.3,3.8,84,30,10,24.1,101.95,Mainly Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 5:00,2021,4,15,5:00,4.9,3.8,93,30,15,24.1,101.98,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 6:00,2021,4,15,6:00,5.2,2.4,82,35,9,32.2,102.02,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 7:00,2021,4,15,7:00,10.2,7.4,83,31,14,32.2,102.07,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 8:00,2021,4,15,8:00,11.5,7.8,78,32,11,32.2,102.09,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 9:00,2021,4,15,9:00,13.1,6.4,64,30,10,32.2,102.11,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 10:00,2021,4,15,10:00,13.5,5.9,60,29,10,32.2,102.1,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 11:00,2021,4,15,11:00,14.4,7.5,63,29,12,32.2,102.09,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 12:00,2021,4,15,12:00,14.7,6.6,58,29,14,32.2,102.06,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 13:00,2021,4,15,13:00,15.7,7.1,56,28,16,32.2,102.03,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 14:00,2021,4,15,14:00,16.6,5.4,47,29,15,32.2,102,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 15:00,2021,4,15,15:00,16.7,8.4,57,30,14,32.2,101.96,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 16:00,2021,4,15,16:00,16.7,5.5,47,30,15,32.2,101.91,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 17:00,2021,4,15,17:00,16,7,55,30,13,32.2,101.89,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 18:00,2021,4,15,18:00,14.5,7.7,64,28,12,24.1,101.86,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 19:00,2021,4,15,19:00,11.2,6.9,75,33,10,32.2,101.86,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 20:00,2021,4,15,20:00,11.5,7.2,75,22,3,24.1,101.89,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 21:00,2021,4,15,21:00,10.9,8.4,85,36,3,24.1,101.92,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 22:00,2021,4,15,22:00,10.7,8.1,84,15,5,24.1,101.97,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-15 23:00,2021,4,15,23:00,11.2,3.8,60,10,4,24.1,102.02,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 0:00,2021,4,16,0:00,9.5,3.8,68,36,3,24.1,102.09,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 1:00,2021,4,16,1:00,8.8,3.1,67,36,1,24.1,102.12,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 2:00,2021,4,16,2:00,9.7,3.4,65,23,3,24.1,102.17,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 3:00,2021,4,16,3:00,5.5,1.9,78,33,14,24.1,102.21,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 4:00,2021,4,16,4:00,8.3,5,80,34,7,24.1,102.24,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 5:00,2021,4,16,5:00,6.9,3.3,78,15,4,32.2,102.29,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 6:00,2021,4,16,6:00,7.1,3.7,79,14,7,40.2,102.32,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 7:00,2021,4,16,7:00,11,5.8,70,5,5,32.2,102.37,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 8:00,2021,4,16,8:00,12.9,5.3,60,7,4,32.2,102.41,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 9:00,2021,4,16,9:00,15,6.1,55,28,9,32.2,102.44,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 10:00,2021,4,16,10:00,14.7,6.3,57,28,11,32.2,102.45,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 11:00,2021,4,16,11:00,14.3,8.1,66,25,10,32.2,102.44,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 12:00,2021,4,16,12:00,14.2,8.2,67,24,10,32.2,102.41,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 13:00,2021,4,16,13:00,16.2,9.7,65,27,12,32.2,102.38,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 14:00,2021,4,16,14:00,17,10.6,66,28,9,32.2,102.34,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 15:00,2021,4,16,15:00,16.9,10.6,66,26,11,32.2,102.27,NA
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 16:00,2021,4,16,16:00,17.9,7.8,51,28,11,32.2,102.22,Clear
-123.18,49.19,VANCOUVER INTL A,1108395,2021-04-16 17:00,2021,4,16,17:00,16.4,9.1,62,28,11,32.2,102.18,NA
